,sentences,label
389,I close my eye I can hear the pitiful wail sound of my own cry taste the salty taste of my tear and feel that anger and hurt saturate my heart,sadness
390,I buy a virtually fat free thousand island and feel very impressed with myself hold large quantity of this substance on the leave of lettuce and cucumber with my friend but it will be total sugar become if you do not burn fat,surprise
391,I m sure that the folk in virginia florida and the other handful of swing state agree feel not only put upon but insult by the constant barrage,anger
392,I feel like I m put an innocent man on death row,joy
393,I wasn t sure what else to do to help she feel smart,joy
394,I begin to feel that every wake moment is devoted to work,love
395,I feel is thankful for the lesson I m learn,joy
396,I feel such a longing and sadness when I see family with more child than I have,love
397,I feel distinctly call in clermont to focus on these little one that seem naughty,love
398,I hope you can feel glad that she give you so many thing include memory that you can cherish,joy
399,I am feel pretty worthless right now,sadness
400,I feel some of my project are clever and useful enough I figure I would start share they on instructable so I write my first one this weekend,joy
401,I have continue to think along those line I probably would have do the dish in anger and when he get up we d have have a fight about that with I feel completely abused,sadness
402,I do not feel especially nervous in finland but when we land in paris I was a little unsure about what would be ahead of we think st grade student janne suominen,fear
403,I do feel envious of those with kid at certain moment,anger
404,I was feel like a pretty crappy mom,sadness
405,I m feel pissed off about my aac or feel kind of miserable and frustrated with life this whole week,anger
406,I m not scared at all anymore I m fine I feel terrific about the surgery,joy
407,I still feel vulnerable around he,fear
408,I honestly am not sure how I feel stunned,surprise
409,I feel when you are a caring person you attract other caring people into your life,love
410,I m then leave feel quite embarrassed as I say that nothing new,sadness
411,I feel unwelcome and out of place buti can not decide if I am just too scared to do anything about this ok situation or if I am stay here in this dead end situation because I am afraid thing will get bad,sadness
412,I may or may not have cry when thank they for make my child feel so special and love,joy
413,I really want to go buy some yardage of art gallery just to play with because it feel so amazing,surprise
414,I feel like she s lose her sense of self to adapt to what she think he will be loyal to,love
415,I feel burden for several love one and I miss my big kid whom I have not see since friday,sadness
